2457928.91647 22 -1 7.49 469.0
2457937.85926 20.849 0.181 6.45 244.0
2457946.87312 20.078 0.087 5.22 438.0
2457952.86433 19.885 0.077 6.83 214.0
2457957.83828 20.039 0.099 7.67 218.0
2457961.90405 19.920 0.065 4.68 330.0
2457967.80409 19.846 0.081 7.86 176.0
2457971.81050 19.836 0.071 4.57 495.0
2457974.82661 19.761 0.088 5.70 594.0
2457981.81017 20.122 0.098 5.37 412.0
2457984.75533 20.001 0.073 5.71 225.0
2457928.91647 22 -1 7.49 469.0
2457937.85926 20.849 0.181 6.45 244.0
2457946.87312 20.078 0.087 5.22 438.0
2457952.86433 19.885 0.077 6.83 214.0
2457957.83828 20.039 0.099 7.67 218.0
2457961.90405 19.920 0.065 4.68 330.0
2457967.80409 19.846 0.081 7.86 176.0
2457971.81050 19.836 0.071 4.57 495.0
2457974.82661 19.761 0.088 5.70 594.0
2457981.81017 20.122 0.098 5.37 412.0
2457984.75533 20.001 0.073 5.71 225.0
2457987.75825 20.043 0.067 4.38 312.0
2457992.73935 20.139 0.096 6.01 305.0
2457998.69322 20.041 0.127 5.24 960.0
2458002.83189 20.112 0.144 5.51 990.0
2458005.77921 20.447 0.192 7.74 412.0
2458013.68054 20.282 0.079 4.52 258.0
2458018.64916 20.357 0.084 4.60 250.0
2458022.71169 20.625 0.114 4.89 260.0
2458027.66144 20.251 0.148 6.41 496.0
2458031.75495 20.302 0.224 7.46 778.0
2458034.63320 20.447 0.170 6.49 499.0
2458037.59347 20.704 0.181 6.33 353.0
