2457390.62714 22 -1 1.97 215.0
2457397.65484 22 -1 6.11 278.0
2457402.68818 22 -1 3.85 186.0
2457408.63492 22 -1 5.24 396.0
2457412.61098 22 -1 1.37 442.0
2457426.63770 22 -1 6.17 256.0
2457432.61833 22 -1 1.59 260.0
2457437.58560 22 -1 9.99 0.0
2457444.56748 22 -1 1.38 397.0
2457457.56735 22 -1 1.76 218.0
2457462.58053 22 -1 4.62 226.0
2457467.53107 22 -1 2.07 484.0
2457475.49846 22 -1 5.54 324.0
2457599.92120 22 -1 1.85 236.0
2457603.87890 20.733 0.107 5.88 169.0
2457607.93202 18.752 0.022 1.73 216.0
2457611.87087 18.510 0.022 1.56 229.0
2457617.86192 18.462 0.023 5.90 392.0
2457621.86822 18.570 0.028 1.81 299.0
2457623.92254 18.669 0.028 1.96 485.0
2457626.87952 18.641 0.023 1.80 273.0
2457631.87321 18.681 0.017 4.58 167.0
2457635.85134 18.674 0.029 9.99 0.0
2457639.83631 18.732 0.020 4.64 223.0
2457645.82020 18.887 0.031 5.38 328.0
2457649.79033 18.792 0.025 4.62 403.0
2457653.81421 18.776 0.021 4.24 267.0
2457683.80677 18.929 0.040 9.99 0.0
2457687.79036 18.933 0.029 1.59 214.0
2457690.74118 18.905 0.023 1.60 231.0
2457697.75077 19.001 0.024 1.75 171.0
2457700.71590 19.029 0.029 5.30 272.0
2457704.62495 19.032 0.038 1.92 432.0
2457708.65403 19.210 0.043 1.85 470.0
2457711.69662 19.195 0.045 1.87 307.0
2457717.66660 19.754 0.047 2.02 163.0
